,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
30696,10533122,41145,NIFTY2270718150CE,NIFTY,0,2022-07-07,18150.0,0.05,50,CE,NFO-OPT,NFO
30697,10533378,41146,NIFTY2270718150PE,NIFTY,0,2022-07-07,18150.0,0.05,50,PE,NFO-OPT,NFO
30698,10533634,41147,NIFTY2270718200CE,NIFTY,0,2022-07-07,18200.0,0.05,50,CE,NFO-OPT,NFO
30699,10533890,41148,NIFTY2270718200PE,NIFTY,0,2022-07-07,18200.0,0.05,50,PE,NFO-OPT,NFO
30700,9875714,38577,NIFTY2271413800CE,NIFTY,0,2022-07-14,13800.0,0.05,50,CE,NFO-OPT,NFO
30701,9875970,38578,NIFTY2271413800PE,NIFTY,0,2022-07-14,13800.0,0.05,50,PE,NFO-OPT,NFO
30702,12446722,48620,NIFTY2271413850CE,NIFTY,0,2022-07-14,13850.0,0.05,50,CE,NFO-OPT,NFO
30703,12447746,48624,NIFTY2271413850PE,NIFTY,0,2022-07-14,13850.0,0.05,50,PE,NFO-OPT,NFO
30704,12456194,48657,NIFTY2271413900CE,NIFTY,0,2022-07-14,13900.0,0.05,50,CE,NFO-OPT,NFO
30705,12456450,48658,NIFTY2271413900PE,NIFTY,0,2022-07-14,13900.0,0.05,50,PE,NFO-OPT,NFO
30706,12459266,48669,NIFTY2271413950CE,NIFTY,0,2022-07-14,13950.0,0.05,50,CE,NFO-OPT,NFO
30707,12459522,48670,NIFTY2271413950PE,NIFTY,0,2022-07-14,13950.0,0.05,50,PE,NFO-OPT,NFO
30708,12461826,48679,NIFTY2271414000CE,NIFTY,0,2022-07-14,14000.0,0.05,50,CE,NFO-OPT,NFO
30709,12462082,48680,NIFTY2271414000PE,NIFTY,0,2022-07-14,14000.0,0.05,50,PE,NFO-OPT,NFO
30710,12463362,48685,NIFTY2271414050CE,NIFTY,0,2022-07-14,14050.0,0.05,50,CE,NFO-OPT,NFO
30711,12463618,48686,NIFTY2271414050PE,NIFTY,0,2022-07-14,14050.0,0.05,50,PE,NFO-OPT,NFO
30712,12465666,48694,NIFTY2271414100CE,NIFTY,0,2022-07-14,14100.0,0.05,50,CE,NFO-OPT,NFO
30713,12465922,48695,NIFTY2271414100PE,NIFTY,0,2022-07-14,14100.0,0.05,50,PE,NFO-OPT,NFO
30714,12466690,48698,NIFTY2271414150CE,NIFTY,0,2022-07-14,14150.0,0.05,50,CE,NFO-OPT,NFO
30715,12466946,48699,NIFTY2271414150PE,NIFTY,0,2022-07-14,14150.0,0.05,50,PE,NFO-OPT,NFO
30716,9796610,38268,NIFTY2271414200CE,NIFTY,0,2022-07-14,14200.0,0.05,50,CE,NFO-OPT,NFO
30717,9797378,38271,NIFTY2271414200PE,NIFTY,0,2022-07-14,14200.0,0.05,50,PE,NFO-OPT,NFO
30718,11502594,44932,NIFTY2271414250CE,NIFTY,0,2022-07-14,14250.0,0.05,50,CE,NFO-OPT,NFO
30719,11502850,44933,NIFTY2271414250PE,NIFTY,0,2022-07-14,14250.0,0.05,50,PE,NFO-OPT,NFO
30720,14010882,54730,NIFTY2271414300CE,NIFTY,0,2022-07-14,14300.0,0.05,50,CE,NFO-OPT,NFO
30721,14013954,54742,NIFTY2271414300PE,NIFTY,0,2022-07-14,14300.0,0.05,50,PE,NFO-OPT,NFO
30722,14014210,54743,NIFTY2271414350CE,NIFTY,0,2022-07-14,14350.0,0.05,50,CE,NFO-OPT,NFO
30723,14020354,54767,NIFTY2271414350PE,NIFTY,0,2022-07-14,14350.0,0.05,50,PE,NFO-OPT,NFO
30724,14020610,54768,NIFTY2271414400CE,NIFTY,0,2022-07-14,14400.0,0.05,50,CE,NFO-OPT,NFO
30725,14023938,54781,NIFTY2271414400PE,NIFTY,0,2022-07-14,14400.0,0.05,50,PE,NFO-OPT,NFO
30726,14024450,54783,NIFTY2271414450CE,NIFTY,0,2022-07-14,14450.0,0.05,50,CE,NFO-OPT,NFO
30727,14024706,54784,NIFTY2271414450PE,NIFTY,0,2022-07-14,14450.0,0.05,50,PE,NFO-OPT,NFO
30728,14026498,54791,NIFTY2271414500CE,NIFTY,0,2022-07-14,14500.0,0.05,50,CE,NFO-OPT,NFO
30729,14026754,54792,NIFTY2271414500PE,NIFTY,0,2022-07-14,14500.0,0.05,50,PE,NFO-OPT,NFO
30730,14027010,54793,NIFTY2271414550CE,NIFTY,0,2022-07-14,14550.0,0.05,50,CE,NFO-OPT,NFO
30731,14027266,54794,NIFTY2271414550PE,NIFTY,0,2022-07-14,14550.0,0.05,50,PE,NFO-OPT,NFO
30732,14028546,54799,NIFTY2271414600CE,NIFTY,0,2022-07-14,14600.0,0.05,50,CE,NFO-OPT,NFO
30733,14028802,54800,NIFTY2271414600PE,NIFTY,0,2022-07-14,14600.0,0.05,50,PE,NFO-OPT,NFO
30734,14038786,54839,NIFTY2271414650CE,NIFTY,0,2022-07-14,14650.0,0.05,50,CE,NFO-OPT,NFO
30735,14039042,54840,NIFTY2271414650PE,NIFTY,0,2022-07-14,14650.0,0.05,50,PE,NFO-OPT,NFO
30736,14039298,54841,NIFTY2271414700CE,NIFTY,0,2022-07-14,14700.0,0.05,50,CE,NFO-OPT,NFO
30737,14039554,54842,NIFTY2271414700PE,NIFTY,0,2022-07-14,14700.0,0.05,50,PE,NFO-OPT,NFO
30738,14039810,54843,NIFTY2271414750CE,NIFTY,0,2022-07-14,14750.0,0.05,50,CE,NFO-OPT,NFO
30739,14054914,54902,NIFTY2271414750PE,NIFTY,0,2022-07-14,14750.0,0.05,50,PE,NFO-OPT,NFO
30740,14055938,54906,NIFTY2271414800CE,NIFTY,0,2022-07-14,14800.0,0.05,50,CE,NFO-OPT,NFO
30741,14056706,54909,NIFTY2271414800PE,NIFTY,0,2022-07-14,14800.0,0.05,50,PE,NFO-OPT,NFO
30742,14056962,54910,NIFTY2271414850CE,NIFTY,0,2022-07-14,14850.0,0.05,50,CE,NFO-OPT,NFO
30743,14057218,54911,NIFTY2271414850PE,NIFTY,0,2022-07-14,14850.0,0.05,50,PE,NFO-OPT,NFO
30744,14057474,54912,NIFTY2271414900CE,NIFTY,0,2022-07-14,14900.0,0.05,50,CE,NFO-OPT,NFO
30745,14066178,54946,NIFTY2271414900PE,NIFTY,0,2022-07-14,14900.0,0.05,50,PE,NFO-OPT,NFO
30746,14066434,54947,NIFTY2271414950CE,NIFTY,0,2022-07-14,14950.0,0.05,50,CE,NFO-OPT,NFO
30747,14066690,54948,NIFTY2271414950PE,NIFTY,0,2022-07-14,14950.0,0.05,50,PE,NFO-OPT,NFO
30748,14071554,54967,NIFTY2271415000CE,NIFTY,0,2022-07-14,15000.0,0.05,50,CE,NFO-OPT,NFO
30749,14071810,54968,NIFTY2271415000PE,NIFTY,0,2022-07-14,15000.0,0.05,50,PE,NFO-OPT,NFO
30750,14072066,54969,NIFTY2271415050CE,NIFTY,0,2022-07-14,15050.0,0.05,50,CE,NFO-OPT,NFO
30751,14091266,55044,NIFTY2271415050PE,NIFTY,0,2022-07-14,15050.0,0.05,50,PE,NFO-OPT,NFO
30752,14092290,55048,NIFTY2271415100CE,NIFTY,0,2022-07-14,15100.0,0.05,50,CE,NFO-OPT,NFO
30753,14094594,55057,NIFTY2271415100PE,NIFTY,0,2022-07-14,15100.0,0.05,50,PE,NFO-OPT,NFO
30754,14095362,55060,NIFTY2271415150CE,NIFTY,0,2022-07-14,15150.0,0.05,50,CE,NFO-OPT,NFO
30755,14095618,55061,NIFTY2271415150PE,NIFTY,0,2022-07-14,15150.0,0.05,50,PE,NFO-OPT,NFO
30756,14096130,55063,NIFTY2271415200CE,NIFTY,0,2022-07-14,15200.0,0.05,50,CE,NFO-OPT,NFO
30757,14106114,55102,NIFTY2271415200PE,NIFTY,0,2022-07-14,15200.0,0.05,50,PE,NFO-OPT,NFO
30758,14106370,55103,NIFTY2271415250CE,NIFTY,0,2022-07-14,15250.0,0.05,50,CE,NFO-OPT,NFO
30759,14112770,55128,NIFTY2271415250PE,NIFTY,0,2022-07-14,15250.0,0.05,50,PE,NFO-OPT,NFO
30760,14113026,55129,NIFTY2271415300CE,NIFTY,0,2022-07-14,15300.0,0.05,50,CE,NFO-OPT,NFO
30761,14113282,55130,NIFTY2271415300PE,NIFTY,0,2022-07-14,15300.0,0.05,50,PE,NFO-OPT,NFO
30762,14114050,55133,NIFTY2271415350CE,NIFTY,0,2022-07-14,15350.0,0.05,50,CE,NFO-OPT,NFO
30763,14116866,55144,NIFTY2271415350PE,NIFTY,0,2022-07-14,15350.0,0.05,50,PE,NFO-OPT,NFO
30764,14117122,55145,NIFTY2271415400CE,NIFTY,0,2022-07-14,15400.0,0.05,50,CE,NFO-OPT,NFO
30765,14117378,55146,NIFTY2271415400PE,NIFTY,0,2022-07-14,15400.0,0.05,50,PE,NFO-OPT,NFO
30766,14117634,55147,NIFTY2271415450CE,NIFTY,0,2022-07-14,15450.0,0.05,50,CE,NFO-OPT,NFO
30767,14117890,55148,NIFTY2271415450PE,NIFTY,0,2022-07-14,15450.0,0.05,50,PE,NFO-OPT,NFO
30768,14118146,55149,NIFTY2271415500CE,NIFTY,0,2022-07-14,15500.0,0.05,50,CE,NFO-OPT,NFO
30769,14119938,55156,NIFTY2271415500PE,NIFTY,0,2022-07-14,15500.0,0.05,50,PE,NFO-OPT,NFO
30770,14120194,55157,NIFTY2271415550CE,NIFTY,0,2022-07-14,15550.0,0.05,50,CE,NFO-OPT,NFO
30771,14120450,55158,NIFTY2271415550PE,NIFTY,0,2022-07-14,15550.0,0.05,50,PE,NFO-OPT,NFO
30772,14120706,55159,NIFTY2271415600CE,NIFTY,0,2022-07-14,15600.0,0.05,50,CE,NFO-OPT,NFO
30773,14126594,55182,NIFTY2271415600PE,NIFTY,0,2022-07-14,15600.0,0.05,50,PE,NFO-OPT,NFO
30774,14126850,55183,NIFTY2271415650CE,NIFTY,0,2022-07-14,15650.0,0.05,50,CE,NFO-OPT,NFO
30775,14127106,55184,NIFTY2271415650PE,NIFTY,0,2022-07-14,15650.0,0.05,50,PE,NFO-OPT,NFO
30776,14127362,55185,NIFTY2271415700CE,NIFTY,0,2022-07-14,15700.0,0.05,50,CE,NFO-OPT,NFO
30777,14129154,55192,NIFTY2271415700PE,NIFTY,0,2022-07-14,15700.0,0.05,50,PE,NFO-OPT,NFO
30778,14129410,55193,NIFTY2271415750CE,NIFTY,0,2022-07-14,15750.0,0.05,50,CE,NFO-OPT,NFO
30779,14129666,55194,NIFTY2271415750PE,NIFTY,0,2022-07-14,15750.0,0.05,50,PE,NFO-OPT,NFO
30780,14129922,55195,NIFTY2271415800CE,NIFTY,0,2022-07-14,15800.0,0.05,50,CE,NFO-OPT,NFO
30781,14132738,55206,NIFTY2271415800PE,NIFTY,0,2022-07-14,15800.0,0.05,50,PE,NFO-OPT,NFO
30782,14132994,55207,NIFTY2271415850CE,NIFTY,0,2022-07-14,15850.0,0.05,50,CE,NFO-OPT,NFO
30783,14140418,55236,NIFTY2271415850PE,NIFTY,0,2022-07-14,15850.0,0.05,50,PE,NFO-OPT,NFO
30784,14142466,55244,NIFTY2271415900CE,NIFTY,0,2022-07-14,15900.0,0.05,50,CE,NFO-OPT,NFO
30785,14142722,55245,NIFTY2271415900PE,NIFTY,0,2022-07-14,15900.0,0.05,50,PE,NFO-OPT,NFO
30786,14142978,55246,NIFTY2271415950CE,NIFTY,0,2022-07-14,15950.0,0.05,50,CE,NFO-OPT,NFO
30787,14143234,55247,NIFTY2271415950PE,NIFTY,0,2022-07-14,15950.0,0.05,50,PE,NFO-OPT,NFO
30788,14143490,55248,NIFTY2271416000CE,NIFTY,0,2022-07-14,16000.0,0.05,50,CE,NFO-OPT,NFO
30789,14143746,55249,NIFTY2271416000PE,NIFTY,0,2022-07-14,16000.0,0.05,50,PE,NFO-OPT,NFO
30790,14145538,55256,NIFTY2271416050CE,NIFTY,0,2022-07-14,16050.0,0.05,50,CE,NFO-OPT,NFO
30791,14145794,55257,NIFTY2271416050PE,NIFTY,0,2022-07-14,16050.0,0.05,50,PE,NFO-OPT,NFO
30792,14146306,55259,NIFTY2271416100CE,NIFTY,0,2022-07-14,16100.0,0.05,50,CE,NFO-OPT,NFO
30793,14146562,55260,NIFTY2271416100PE,NIFTY,0,2022-07-14,16100.0,0.05,50,PE,NFO-OPT,NFO
30794,14146818,55261,NIFTY2271416150CE,NIFTY,0,2022-07-14,16150.0,0.05,50,CE,NFO-OPT,NFO
30795,14147074,55262,NIFTY2271416150PE,NIFTY,0,2022-07-14,16150.0,0.05,50,PE,NFO-OPT,NFO
30796,14147330,55263,NIFTY2271416200CE,NIFTY,0,2022-07-14,16200.0,0.05,50,CE,NFO-OPT,NFO
30797,14147586,55264,NIFTY2271416200PE,NIFTY,0,2022-07-14,16200.0,0.05,50,PE,NFO-OPT,NFO
30798,14148866,55269,NIFTY2271416250CE,NIFTY,0,2022-07-14,16250.0,0.05,50,CE,NFO-OPT,NFO
30799,14149122,55270,NIFTY2271416250PE,NIFTY,0,2022-07-14,16250.0,0.05,50,PE,NFO-OPT,NFO
30800,14150402,55275,NIFTY2271416300CE,NIFTY,0,2022-07-14,16300.0,0.05,50,CE,NFO-OPT,NFO
30801,14150658,55276,NIFTY2271416300PE,NIFTY,0,2022-07-14,16300.0,0.05,50,PE,NFO-OPT,NFO
30802,14150914,55277,NIFTY2271416350CE,NIFTY,0,2022-07-14,16350.0,0.05,50,CE,NFO-OPT,NFO
30803,14151170,55278,NIFTY2271416350PE,NIFTY,0,2022-07-14,16350.0,0.05,50,PE,NFO-OPT,NFO
30804,14151426,55279,NIFTY2271416400CE,NIFTY,0,2022-07-14,16400.0,0.05,50,CE,NFO-OPT,NFO
30805,14151682,55280,NIFTY2271416400PE,NIFTY,0,2022-07-14,16400.0,0.05,50,PE,NFO-OPT,NFO
30806,14153474,55287,NIFTY2271416450CE,NIFTY,0,2022-07-14,16450.0,0.05,50,CE,NFO-OPT,NFO
30807,14153730,55288,NIFTY2271416450PE,NIFTY,0,2022-07-14,16450.0,0.05,50,PE,NFO-OPT,NFO
30808,14154754,55292,NIFTY2271416500CE,NIFTY,0,2022-07-14,16500.0,0.05,50,CE,NFO-OPT,NFO
30809,14155266,55294,NIFTY2271416500PE,NIFTY,0,2022-07-14,16500.0,0.05,50,PE,NFO-OPT,NFO
30810,14155522,55295,NIFTY2271416550CE,NIFTY,0,2022-07-14,16550.0,0.05,50,CE,NFO-OPT,NFO
30811,14155778,55296,NIFTY2271416550PE,NIFTY,0,2022-07-14,16550.0,0.05,50,PE,NFO-OPT,NFO
30812,14157058,55301,NIFTY2271416600CE,NIFTY,0,2022-07-14,16600.0,0.05,50,CE,NFO-OPT,NFO
30813,14157314,55302,NIFTY2271416600PE,NIFTY,0,2022-07-14,16600.0,0.05,50,PE,NFO-OPT,NFO
30814,14157570,55303,NIFTY2271416650CE,NIFTY,0,2022-07-14,16650.0,0.05,50,CE,NFO-OPT,NFO
30815,14157826,55304,NIFTY2271416650PE,NIFTY,0,2022-07-14,16650.0,0.05,50,PE,NFO-OPT,NFO
30816,14158594,55307,NIFTY2271416700CE,NIFTY,0,2022-07-14,16700.0,0.05,50,CE,NFO-OPT,NFO
30817,14158850,55308,NIFTY2271416700PE,NIFTY,0,2022-07-14,16700.0,0.05,50,PE,NFO-OPT,NFO
30818,14159362,55310,NIFTY2271416750CE,NIFTY,0,2022-07-14,16750.0,0.05,50,CE,NFO-OPT,NFO
30819,14159874,55312,NIFTY2271416750PE,NIFTY,0,2022-07-14,16750.0,0.05,50,PE,NFO-OPT,NFO
30820,14161410,55318,NIFTY2271416800CE,NIFTY,0,2022-07-14,16800.0,0.05,50,CE,NFO-OPT,NFO
30821,14161666,55319,NIFTY2271416800PE,NIFTY,0,2022-07-14,16800.0,0.05,50,PE,NFO-OPT,NFO
30822,14161922,55320,NIFTY2271416850CE,NIFTY,0,2022-07-14,16850.0,0.05,50,CE,NFO-OPT,NFO
30823,14162178,55321,NIFTY2271416850PE,NIFTY,0,2022-07-14,16850.0,0.05,50,PE,NFO-OPT,NFO
30824,14162434,55322,NIFTY2271416900CE,NIFTY,0,2022-07-14,16900.0,0.05,50,CE,NFO-OPT,NFO
30825,14162946,55324,NIFTY2271416900PE,NIFTY,0,2022-07-14,16900.0,0.05,50,PE,NFO-OPT,NFO
30826,14163714,55327,NIFTY2271416950CE,NIFTY,0,2022-07-14,16950.0,0.05,50,CE,NFO-OPT,NFO
30827,14163970,55328,NIFTY2271416950PE,NIFTY,0,2022-07-14,16950.0,0.05,50,PE,NFO-OPT,NFO
30828,14164226,55329,NIFTY2271417000CE,NIFTY,0,2022-07-14,17000.0,0.05,50,CE,NFO-OPT,NFO
30829,14164482,55330,NIFTY2271417000PE,NIFTY,0,2022-07-14,17000.0,0.05,50,PE,NFO-OPT,NFO
30830,14164738,55331,NIFTY2271417050CE,NIFTY,0,2022-07-14,17050.0,0.05,50,CE,NFO-OPT,NFO
30831,14164994,55332,NIFTY2271417050PE,NIFTY,0,2022-07-14,17050.0,0.05,50,PE,NFO-OPT,NFO
30832,14165250,55333,NIFTY2271417100CE,NIFTY,0,2022-07-14,17100.0,0.05,50,CE,NFO-OPT,NFO
30833,14165762,55335,NIFTY2271417100PE,NIFTY,0,2022-07-14,17100.0,0.05,50,PE,NFO-OPT,NFO
30834,14166018,55336,NIFTY2271417150CE,NIFTY,0,2022-07-14,17150.0,0.05,50,CE,NFO-OPT,NFO
30835,14166274,55337,NIFTY2271417150PE,NIFTY,0,2022-07-14,17150.0,0.05,50,PE,NFO-OPT,NFO
30836,14166530,55338,NIFTY2271417200CE,NIFTY,0,2022-07-14,17200.0,0.05,50,CE,NFO-OPT,NFO
30837,14166786,55339,NIFTY2271417200PE,NIFTY,0,2022-07-14,17200.0,0.05,50,PE,NFO-OPT,NFO
30838,14167042,55340,NIFTY2271417250CE,NIFTY,0,2022-07-14,17250.0,0.05,50,CE,NFO-OPT,NFO
30839,14167810,55343,NIFTY2271417250PE,NIFTY,0,2022-07-14,17250.0,0.05,50,PE,NFO-OPT,NFO
30840,14168066,55344,NIFTY2271417300CE,NIFTY,0,2022-07-14,17300.0,0.05,50,CE,NFO-OPT,NFO
30841,14168834,55347,NIFTY2271417300PE,NIFTY,0,2022-07-14,17300.0,0.05,50,PE,NFO-OPT,NFO
30842,20139522,78670,NIFTY2271417350CE,NIFTY,0,2022-07-14,17350.0,0.05,50,CE,NFO-OPT,NFO
30843,20139778,78671,NIFTY2271417350PE,NIFTY,0,2022-07-14,17350.0,0.05,50,PE,NFO-OPT,NFO
30844,20394242,79665,NIFTY2271417400CE,NIFTY,0,2022-07-14,17400.0,0.05,50,CE,NFO-OPT,NFO
30845,20394498,79666,NIFTY2271417400PE,NIFTY,0,2022-07-14,17400.0,0.05,50,PE,NFO-OPT,NFO
30846,20394754,79667,NIFTY2271417450CE,NIFTY,0,2022-07-14,17450.0,0.05,50,CE,NFO-OPT,NFO
30847,20395010,79668,NIFTY2271417450PE,NIFTY,0,2022-07-14,17450.0,0.05,50,PE,NFO-OPT,NFO
30848,20395266,79669,NIFTY2271417500CE,NIFTY,0,2022-07-14,17500.0,0.05,50,CE,NFO-OPT,NFO
30849,20395522,79670,NIFTY2271417500PE,NIFTY,0,2022-07-14,17500.0,0.05,50,PE,NFO-OPT,NFO
30850,20395778,79671,NIFTY2271417550CE,NIFTY,0,2022-07-14,17550.0,0.05,50,CE,NFO-OPT,NFO
30851,20396034,79672,NIFTY2271417550PE,NIFTY,0,2022-07-14,17550.0,0.05,50,PE,NFO-OPT,NFO
30852,20396290,79673,NIFTY2271417600CE,NIFTY,0,2022-07-14,17600.0,0.05,50,CE,NFO-OPT,NFO
30853,20396546,79674,NIFTY2271417600PE,NIFTY,0,2022-07-14,17600.0,0.05,50,PE,NFO-OPT,NFO
30854,20399874,79687,NIFTY2271417650CE,NIFTY,0,2022-07-14,17650.0,0.05,50,CE,NFO-OPT,NFO
30855,20400130,79688,NIFTY2271417650PE,NIFTY,0,2022-07-14,17650.0,0.05,50,PE,NFO-OPT,NFO
30856,20400386,79689,NIFTY2271417700CE,NIFTY,0,2022-07-14,17700.0,0.05,50,CE,NFO-OPT,NFO
30857,20401410,79693,NIFTY2271417700PE,NIFTY,0,2022-07-14,17700.0,0.05,50,PE,NFO-OPT,NFO
30858,20401666,79694,NIFTY2271417750CE,NIFTY,0,2022-07-14,17750.0,0.05,50,CE,NFO-OPT,NFO
30859,20401922,79695,NIFTY2271417750PE,NIFTY,0,2022-07-14,17750.0,0.05,50,PE,NFO-OPT,NFO
30860,8998914,35152,NIFTY2271417800CE,NIFTY,0,2022-07-14,17800.0,0.05,50,CE,NFO-OPT,NFO
30861,8999170,35153,NIFTY2271417800PE,NIFTY,0,2022-07-14,17800.0,0.05,50,PE,NFO-OPT,NFO
30862,8999682,35155,NIFTY2271417850CE,NIFTY,0,2022-07-14,17850.0,0.05,50,CE,NFO-OPT,NFO
30863,8999938,35156,NIFTY2271417850PE,NIFTY,0,2022-07-14,17850.0,0.05,50,PE,NFO-OPT,NFO
30864,9439490,36873,NIFTY2271417900CE,NIFTY,0,2022-07-14,17900.0,0.05,50,CE,NFO-OPT,NFO
30865,9440002,36875,NIFTY2271417900PE,NIFTY,0,2022-07-14,17900.0,0.05,50,PE,NFO-OPT,NFO
30866,9440770,36878,NIFTY2271417950CE,NIFTY,0,2022-07-14,17950.0,0.05,50,CE,NFO-OPT,NFO
30867,9441026,36879,NIFTY2271417950PE,NIFTY,0,2022-07-14,17950.0,0.05,50,PE,NFO-OPT,NFO
30868,9441282,36880,NIFTY2271418000CE,NIFTY,0,2022-07-14,18000.0,0.05,50,CE,NFO-OPT,NFO
30869,9441538,36881,NIFTY2271418000PE,NIFTY,0,2022-07-14,18000.0,0.05,50,PE,NFO-OPT,NFO
30870,9441794,36882,NIFTY2271418050CE,NIFTY,0,2022-07-14,18050.0,0.05,50,CE,NFO-OPT,NFO
30871,9442050,36883,NIFTY2271418050PE,NIFTY,0,2022-07-14,18050.0,0.05,50,PE,NFO-OPT,NFO
30872,9442306,36884,NIFTY2271418100CE,NIFTY,0,2022-07-14,18100.0,0.05,50,CE,NFO-OPT,NFO
30873,9442562,36885,NIFTY2271418100PE,NIFTY,0,2022-07-14,18100.0,0.05,50,PE,NFO-OPT,NFO
30874,9442818,36886,NIFTY2271418150CE,NIFTY,0,2022-07-14,18150.0,0.05,50,CE,NFO-OPT,NFO
30875,9443074,36887,NIFTY2271418150PE,NIFTY,0,2022-07-14,18150.0,0.05,50,PE,NFO-OPT,NFO
30876,9876226,38579,NIFTY2272113800CE,NIFTY,0,2022-07-21,13800.0,0.05,50,CE,NFO-OPT,NFO
30877,9876994,38582,NIFTY2272113800PE,NIFTY,0,2022-07-21,13800.0,0.05,50,PE,NFO-OPT,NFO
30878,12469250,48708,NIFTY2272113850CE,NIFTY,0,2022-07-21,13850.0,0.05,50,CE,NFO-OPT,NFO
30879,12469506,48709,NIFTY2272113850PE,NIFTY,0,2022-07-21,13850.0,0.05,50,PE,NFO-OPT,NFO
30880,12469762,48710,NIFTY2272113900CE,NIFTY,0,2022-07-21,13900.0,0.05,50,CE,NFO-OPT,NFO
30881,12470018,48711,NIFTY2272113900PE,NIFTY,0,2022-07-21,13900.0,0.05,50,PE,NFO-OPT,NFO
30882,12470274,48712,NIFTY2272113950CE,NIFTY,0,2022-07-21,13950.0,0.05,50,CE,NFO-OPT,NFO
30883,12470530,48713,NIFTY2272113950PE,NIFTY,0,2022-07-21,13950.0,0.05,50,PE,NFO-OPT,NFO
30884,12472322,48720,NIFTY2272114000CE,NIFTY,0,2022-07-21,14000.0,0.05,50,CE,NFO-OPT,NFO
30885,12472578,48721,NIFTY2272114000PE,NIFTY,0,2022-07-21,14000.0,0.05,50,PE,NFO-OPT,NFO
30886,12473346,48724,NIFTY2272114050CE,NIFTY,0,2022-07-21,14050.0,0.05,50,CE,NFO-OPT,NFO
30887,12473602,48725,NIFTY2272114050PE,NIFTY,0,2022-07-21,14050.0,0.05,50,PE,NFO-OPT,NFO
30888,12474370,48728,NIFTY2272114100CE,NIFTY,0,2022-07-21,14100.0,0.05,50,CE,NFO-OPT,NFO
30889,12474626,48729,NIFTY2272114100PE,NIFTY,0,2022-07-21,14100.0,0.05,50,PE,NFO-OPT,NFO
30890,12475906,48734,NIFTY2272114150CE,NIFTY,0,2022-07-21,14150.0,0.05,50,CE,NFO-OPT,NFO
30891,12476162,48735,NIFTY2272114150PE,NIFTY,0,2022-07-21,14150.0,0.05,50,PE,NFO-OPT,NFO
30892,9797634,38272,NIFTY2272114200CE,NIFTY,0,2022-07-21,14200.0,0.05,50,CE,NFO-OPT,NFO
30893,9798146,38274,NIFTY2272114200PE,NIFTY,0,2022-07-21,14200.0,0.05,50,PE,NFO-OPT,NFO
30894,11503106,44934,NIFTY2272114250CE,NIFTY,0,2022-07-21,14250.0,0.05,50,CE,NFO-OPT,NFO
30895,11503362,44935,NIFTY2272114250PE,NIFTY,0,2022-07-21,14250.0,0.05,50,PE,NFO-OPT,NFO
30896,13786626,53854,NIFTY2272114300CE,NIFTY,0,2022-07-21,14300.0,0.05,50,CE,NFO-OPT,NFO
30897,13786882,53855,NIFTY2272114300PE,NIFTY,0,2022-07-21,14300.0,0.05,50,PE,NFO-OPT,NFO
30898,13787138,53856,NIFTY2272114350CE,NIFTY,0,2022-07-21,14350.0,0.05,50,CE,NFO-OPT,NFO
30899,13787394,53857,NIFTY2272114350PE,NIFTY,0,2022-07-21,14350.0,0.05,50,PE,NFO-OPT,NFO
30900,13788162,53860,NIFTY2272114400CE,NIFTY,0,2022-07-21,14400.0,0.05,50,CE,NFO-OPT,NFO
30901,13788418,53861,NIFTY2272114400PE,NIFTY,0,2022-07-21,14400.0,0.05,50,PE,NFO-OPT,NFO
30902,13788674,53862,NIFTY2272114450CE,NIFTY,0,2022-07-21,14450.0,0.05,50,CE,NFO-OPT,NFO
30903,13788930,53863,NIFTY2272114450PE,NIFTY,0,2022-07-21,14450.0,0.05,50,PE,NFO-OPT,NFO
30904,13789186,53864,NIFTY2272114500CE,NIFTY,0,2022-07-21,14500.0,0.05,50,CE,NFO-OPT,NFO
30905,13789442,53865,NIFTY2272114500PE,NIFTY,0,2022-07-21,14500.0,0.05,50,PE,NFO-OPT,NFO
30906,13789698,53866,NIFTY2272114550CE,NIFTY,0,2022-07-21,14550.0,0.05,50,CE,NFO-OPT,NFO
30907,13789954,53867,NIFTY2272114550PE,NIFTY,0,2022-07-21,14550.0,0.05,50,PE,NFO-OPT,NFO
30908,13790210,53868,NIFTY2272114600CE,NIFTY,0,2022-07-21,14600.0,0.05,50,CE,NFO-OPT,NFO
30909,13790466,53869,NIFTY2272114600PE,NIFTY,0,2022-07-21,14600.0,0.05,50,PE,NFO-OPT,NFO
30910,13790722,53870,NIFTY2272114650CE,NIFTY,0,2022-07-21,14650.0,0.05,50,CE,NFO-OPT,NFO
30911,13790978,53871,NIFTY2272114650PE,NIFTY,0,2022-07-21,14650.0,0.05,50,PE,NFO-OPT,NFO
30912,13791234,53872,NIFTY2272114700CE,NIFTY,0,2022-07-21,14700.0,0.05,50,CE,NFO-OPT,NFO
30913,13791490,53873,NIFTY2272114700PE,NIFTY,0,2022-07-21,14700.0,0.05,50,PE,NFO-OPT,NFO
30914,13791746,53874,NIFTY2272114750CE,NIFTY,0,2022-07-21,14750.0,0.05,50,CE,NFO-OPT,NFO
30915,13792002,53875,NIFTY2272114750PE,NIFTY,0,2022-07-21,14750.0,0.05,50,PE,NFO-OPT,NFO
30916,13792258,53876,NIFTY2272114800CE,NIFTY,0,2022-07-21,14800.0,0.05,50,CE,NFO-OPT,NFO
